 Entering Gaussian System
 *********************************************
 Gaussian 98:
 frequency output generated by the xtb code
 *********************************************
                         Standard orientation:
 --------------------------------------------------------------------
  Center     Atomic     Atomic              Coordinates (Angstroms)
  Number     Number      Type              X           Y           Z
  111          7             0       -0.848069    6.281803   -0.578408
  112          6             0       -1.295476    5.024906   -0.544504
  113          1             0       -4.590971    5.601724   -0.120094
  114          1             0       -3.721359    7.925119   -0.170601
  115          1             0       -1.271858    8.297306   -0.489610
  116          1             0       -0.545080    4.231802   -0.630805
  117          6             0        0.294393    2.363789   -5.648205
  118          6             0        0.277898    3.562988   -5.805707
  119          6             0        0.242605    4.941688   -6.091709
  120          6             0        0.011302    5.361387   -7.389509
  121          6             0       -0.019092    6.721187   -7.714512
  122          6             0        0.176917    7.680287   -6.752214
  123          6             0        0.407019    7.299888   -5.417914
  124          6             0        0.607428    8.240889   -4.382017
  125          6             0        0.813130    7.811090   -3.103516
  126          7             0        0.832224    6.491391   -2.786014
  127          6             0        0.658716    5.583290   -3.722412
  128          6             0        0.441413    5.918089   -5.069812
  129          1             0       -0.142404    4.625286   -8.163608
  130          1             0       -0.198594    7.011786   -8.738312
  131          1             0        0.154821    8.728687   -7.004816
  132          1             0        0.592333    9.293589   -4.615718
  133          1             0        0.970737    8.519791   -2.285218
  134          1             0        0.688412    4.543190   -3.414910
  135          6             0        0.313886    0.978389   -5.384703
  136          6             0       -0.585220    0.118993   -6.022498
  137          6             0       -0.592126   -1.227007   -5.715996
  138          6             0        0.289974   -1.741910   -4.764798
  139          6             0        1.210781   -0.885014   -4.156703
  140          6             0        1.227187    0.458486   -4.462505
  141          1             0       -1.281721    0.514495   -6.745596
  142          1             0       -1.309331   -1.876504   -6.193592
  143          1             0        1.935181   -1.281616   -3.463605
  144          1             0        1.945792    1.115183   -4.000309
  145          6             0        0.239268   -3.158609   -4.377595
  146          6             0        0.056560   -4.189410   -5.305893
  147          6             0        0.020954   -5.502309   -4.869190
  148          6             0        0.166258   -5.771407   -3.516691
  149          7             0        0.330766   -4.790406   -2.633593
  150          6             0        0.365671   -3.518807   -3.037195
  151          1             0       -0.037243   -3.960711   -6.356093
  152          1             0       -0.113252   -6.312209   -5.567789
  153          1             0        0.149754   -6.783406   -3.128689
  154          1             0        0.479578   -2.757106   -2.258497
 --------------------------------------------------------------------
     1 basis functions        1 primitive gaussians
     1 alpha electrons        1 beta electrons
 
 Harmonic frequencies (cm**-1), IR intensities (KM/Mole),
 Raman scattering activities (A**4/amu), Raman depolarization ratios,
 reduced masses (AMU), force constants (mDyne/A) and normal coordinates:
                      1                      2                      3
                        a                      a                      a 
 Frequencies --     8.0799                13.7592                14.1654
 Red. masses --    11.2210                17.3952                17.3881
 Frc consts  --     0.0000                 0.0000                 0.0000
 IR Inten    --     0.0033                 0.3767                 0.3776
 Raman Activ --     0.0000                 0.0000                 0.0000
 Depolar     --     0.0000                 0.0000                 0.0000
 Atom AN      X      Y      Z        X      Y      Z        X      Y      Z
   1  46     0.00  -0.00   0.00    -0.25   0.01   0.00    -0.01  -0.00  -0.07
   2  46    -0.00  -0.00  -0.00    -0.07   0.00   0.01     0.00  -0.00  -0.25
   3   6    -0.01  -0.00  -0.05    -0.03   0.05   0.02     0.02  -0.01   0.08
   4   6    -0.01  -0.00  -0.08    -0.03   0.05   0.01     0.03  -0.01   0.11
   5   6    -0.02   0.00  -0.11    -0.03   0.05   0.01     0.04  -0.01   0.16
   6   6    -0.02   0.00  -0.16    -0.02   0.06   0.01     0.05  -0.01   0.26
   7   6    -0.03   0.00  -0.19    -0.01   0.06   0.00     0.06  -0.01   0.31
   8   6    -0.03   0.00  -0.18    -0.01   0.05  -0.00     0.05  -0.01   0.24
   9   6    -0.02   0.00  -0.14    -0.01   0.04  -0.00     0.03  -0.01   0.13
  10   6    -0.02   0.00  -0.13    -0.01   0.04  -0.00     0.02  -0.01   0.06
  11   6    -0.01  -0.00  -0.08    -0.01   0.03  -0.00     0.01  -0.01  -0.04
  12   7    -0.01  -0.00  -0.06    -0.02   0.03   0.00     0.00  -0.01  -0.07
  13   6    -0.01  -0.00  -0.06    -0.02   0.03   0.01     0.01  -0.01  -0.00
  14   6    -0.01   0.00  -0.10    -0.02   0.04   0.00     0.03  -0.01   0.09
  15   1    -0.01   0.00  -0.05    -0.01   0.02   0.00     0.02  -0.00   0.09
  16   1    -0.01   0.00  -0.07    -0.00   0.02  -0.00     0.02  -0.00   0.11
  17   1    -0.01   0.00  -0.06    -0.00   0.02  -0.00     0.02  -0.00   0.08
  18   1    -0.01   0.00  -0.04     0.00   0.01  -0.00     0.01  -0.00   0.02
  19   1    -0.00  -0.00  -0.02    -0.00   0.01  -0.00    -0.00  -0.00  -0.03
  20   1    -0.00  -0.00  -0.01    -0.01   0.01   0.00     0.00  -0.00  -0.01
  21   6    -0.00  -0.00  -0.02    -0.03   0.05   0.02     0.01  -0.01   0.05
  22   6     0.02   0.02   0.02    -0.03   0.05   0.03     0.01  -0.01   0.05
  23   6     0.02   0.02   0.04    -0.03   0.05   0.03     0.01  -0.02   0.03
  24   6     0.00  -0.00   0.03    -0.05   0.05   0.02    -0.01  -0.01   0.01
  25   6    -0.02  -0.02  -0.00    -0.05   0.04   0.01    -0.02   0.00   0.01
  26   6    -0.02  -0.02  -0.03    -0.05   0.04   0.01    -0.01   0.00   0.03
  27   1     0.01   0.01   0.01    -0.00   0.02   0.01     0.01  -0.01   0.02
  28   1     0.01   0.01   0.02    -0.01   0.02   0.01     0.00  -0.01   0.01
  29   1    -0.01  -0.01  -0.00    -0.02   0.01   0.00    -0.01   0.00  -0.00
  30   1    -0.01  -0.01  -0.01    -0.01   0.01   0.00    -0.01   0.00   0.01
  31   6     0.01  -0.00   0.06    -0.06   0.04   0.02    -0.01  -0.01  -0.01
  32   6     0.01   0.00   0.10    -0.07   0.05   0.03    -0.00  -0.01  -0.00
  33   6     0.02   0.00   0.12    -0.08   0.05   0.03    -0.00  -0.01  -0.01
  34   6     0.01   0.00   0.09    -0.08   0.04   0.02    -0.00  -0.01  -0.02
  35   7     0.01  -0.00   0.05    -0.08   0.03   0.00    -0.01  -0.00  -0.03
  36   6     0.00  -0.00   0.03    -0.07   0.03   0.01    -0.01  -0.01  -0.02
  37   1     0.00   0.00   0.03    -0.02   0.02   0.01    -0.00  -0.00   0.00
  38   1     0.01   0.00   0.04    -0.02   0.02   0.01     0.00  -0.00  -0.00
  39   1     0.00   0.00   0.03    -0.03   0.01   0.00     0.00  -0.00  -0.01
  40   1     0.00  -0.00  -0.00    -0.02   0.01  -0.00    -0.00  -0.00  -0.01
  41   6    -0.05   0.00   0.01     0.08  -0.01  -0.02    -0.02  -0.05  -0.03
  42   6    -0.08   0.00   0.01     0.11  -0.01  -0.03    -0.02  -0.05  -0.04
  43   6    -0.11   0.01   0.02     0.16  -0.02  -0.04    -0.01  -0.05  -0.03
  44   6    -0.16   0.01   0.03     0.26  -0.03  -0.06    -0.01  -0.06  -0.03
  45   6    -0.19   0.02   0.03     0.30  -0.03  -0.06    -0.00  -0.06  -0.02
  46   6    -0.19   0.01   0.03     0.24  -0.02  -0.05     0.00  -0.05  -0.01
  47   6    -0.14   0.01   0.02     0.13  -0.02  -0.03    -0.00  -0.04  -0.01
  48   6    -0.13   0.01   0.02     0.05  -0.01  -0.02     0.00  -0.04  -0.01
  49   6    -0.08   0.00   0.01    -0.04  -0.00  -0.00     0.00  -0.03  -0.01
  50   7    -0.06   0.00   0.01    -0.07  -0.00  -0.00    -0.00  -0.03  -0.02
  51   6    -0.06   0.00   0.01    -0.00  -0.00  -0.01    -0.01  -0.03  -0.03
  52   6    -0.10   0.01   0.02     0.09  -0.01  -0.03    -0.01  -0.04  -0.02
  53   1    -0.05   0.00   0.01     0.09  -0.01  -0.02    -0.00  -0.02  -0.01
  54   1    -0.07   0.01   0.01     0.11  -0.01  -0.02    -0.00  -0.02  -0.00
  55   1    -0.06   0.00   0.01     0.08  -0.01  -0.02     0.00  -0.02  -0.00
  56   1    -0.04   0.00   0.01     0.02  -0.00  -0.01     0.00  -0.01   0.00
  57   1    -0.02   0.00   0.00    -0.03   0.00   0.00     0.00  -0.01  -0.00
  58   1    -0.01   0.00   0.00    -0.01  -0.00  -0.00    -0.00  -0.01  -0.01
  59   6    -0.02  -0.00   0.00     0.05  -0.01  -0.01    -0.02  -0.05  -0.04
  60   6    -0.03  -0.02   0.02     0.02  -0.00   0.01    -0.01  -0.04  -0.05
  61   6    -0.00  -0.02   0.02     0.00  -0.00   0.02    -0.02  -0.04  -0.06
  62   6     0.03  -0.00  -0.00     0.01  -0.01   0.01    -0.03  -0.04  -0.05
  63   6     0.05   0.01  -0.02     0.03  -0.02  -0.01    -0.04  -0.05  -0.03
  64   6     0.02   0.01  -0.02     0.05  -0.02  -0.02    -0.04  -0.05  -0.03
  65   1    -0.02  -0.01   0.01     0.01   0.00   0.01    -0.00  -0.01  -0.02
  66   1    -0.00  -0.01   0.01    -0.00   0.00   0.01    -0.00  -0.01  -0.02
  67   1     0.02   0.01  -0.01     0.01  -0.01  -0.01    -0.01  -0.02  -0.01
  68   1     0.01   0.01  -0.01     0.02  -0.01  -0.01    -0.01  -0.02  -0.00
  69   6     0.06  -0.00  -0.01    -0.01  -0.01   0.01    -0.03  -0.04  -0.06
  70   6     0.10  -0.01  -0.01     0.00  -0.01   0.00    -0.04  -0.05  -0.07
  71   6     0.12  -0.01  -0.01    -0.00  -0.01   0.00    -0.03  -0.05  -0.08
  72   6     0.09  -0.01  -0.01    -0.01  -0.01   0.00    -0.02  -0.03  -0.09
  73   7     0.05  -0.00  -0.01    -0.02  -0.00   0.00    -0.00  -0.03  -0.08
  74   6     0.03  -0.00  -0.00    -0.02  -0.00   0.01    -0.01  -0.03  -0.07
  75   1     0.04  -0.00  -0.00     0.00  -0.00   0.00    -0.02  -0.02  -0.02
  76   1     0.04  -0.00  -0.01     0.00  -0.00  -0.00    -0.01  -0.01  -0.03
  77   1     0.03  -0.00  -0.00    -0.00  -0.00  -0.00    -0.00  -0.01  -0.03
  78   1    -0.00  -0.00  -0.00    -0.01  -0.00   0.00     0.00  -0.01  -0.02
  79   6     0.01  -0.00   0.05    -0.04  -0.05   0.02     0.02   0.01   0.08
  80   6     0.01   0.00   0.08    -0.04  -0.05   0.01     0.03   0.01   0.11
  81   6     0.02   0.00   0.11    -0.03  -0.05   0.01     0.04   0.01   0.16
  82   6     0.02   0.00   0.16    -0.03  -0.06   0.00     0.06   0.01   0.27
  83   6     0.03   0.01   0.19    -0.02  -0.06  -0.00     0.06   0.01   0.31
  84   6     0.03   0.00   0.19    -0.01  -0.05  -0.00     0.05   0.01   0.24
  85   6     0.02   0.00   0.14    -0.02  -0.04  -0.00     0.03   0.01   0.13
  86   6     0.02   0.00   0.13    -0.01  -0.04  -0.00     0.02   0.01   0.06
  87   6     0.01   0.00   0.08    -0.01  -0.03  -0.00     0.01   0.00  -0.04
  88   7     0.01  -0.00   0.06    -0.02  -0.02   0.00     0.00   0.00  -0.07
  89   6     0.01  -0.00   0.06    -0.03  -0.03   0.01     0.01   0.00  -0.00
  90   6     0.01   0.00   0.10    -0.03  -0.04   0.00     0.03   0.01   0.09
  91   1     0.01   0.00   0.05    -0.01  -0.02   0.00     0.02   0.00   0.09
  92   1     0.01   0.00   0.07    -0.01  -0.02  -0.00     0.02   0.00   0.11
  93   1     0.01   0.00   0.06    -0.00  -0.02  -0.00     0.02   0.00   0.08
  94   1     0.01   0.00   0.04    -0.00  -0.01  -0.00     0.01   0.00   0.02
  95   1     0.00  -0.00   0.02    -0.00  -0.01  -0.00    -0.00   0.00  -0.03
  96   1     0.00  -0.00   0.01    -0.01  -0.01   0.00     0.00   0.00  -0.01
  97   6     0.00  -0.00   0.02    -0.04  -0.04   0.02     0.01   0.01   0.05
  98   6     0.02  -0.02   0.03    -0.05  -0.04   0.01    -0.01   0.00   0.02
  99   6     0.02  -0.02   0.00    -0.06  -0.03   0.02    -0.02   0.00   0.00
 100   6    -0.00  -0.00  -0.03    -0.05  -0.04   0.03    -0.01   0.01   0.01
 101   6    -0.02   0.02  -0.04    -0.04  -0.05   0.03     0.01   0.02   0.03
 102   6    -0.02   0.02  -0.02    -0.03  -0.05   0.03     0.02   0.01   0.05
 103   1     0.01  -0.01   0.02    -0.02  -0.01   0.00    -0.01  -0.00   0.01
 104   1     0.01  -0.01   0.00    -0.02  -0.01   0.00    -0.01  -0.00  -0.00
 105   1    -0.01   0.01  -0.02    -0.01  -0.02   0.01     0.01   0.01   0.01
 106   1    -0.01   0.01  -0.01    -0.01  -0.02   0.01     0.01   0.01   0.02
 107   6    -0.01  -0.00  -0.06    -0.06  -0.04   0.02    -0.01   0.01  -0.01
 108   6    -0.01  -0.00  -0.10    -0.07  -0.05   0.04    -0.00   0.01   0.00
 109   6    -0.02   0.00  -0.12    -0.08  -0.04   0.03     0.00   0.01  -0.00
 110   6    -0.01  -0.00  -0.09    -0.09  -0.03   0.02    -0.00   0.01  -0.02
 111   7    -0.01  -0.00  -0.05    -0.09  -0.02   0.01    -0.00   0.00  -0.02
 112   6    -0.00  -0.00  -0.03    -0.07  -0.02   0.01    -0.01   0.01  -0.02
 113   1    -0.00  -0.00  -0.04    -0.02  -0.02   0.01    -0.00   0.00   0.00
 114   1    -0.01   0.00  -0.05    -0.03  -0.01   0.01     0.00   0.00   0.00
 115   1    -0.00  -0.00  -0.03    -0.03  -0.01   0.00     0.00   0.00  -0.01
 116   1     0.00  -0.00   0.00    -0.02  -0.01  -0.00    -0.00   0.00  -0.01
 117   6     0.05  -0.00  -0.01     0.08   0.00  -0.02    -0.01   0.05  -0.03
 118   6     0.08  -0.00  -0.01     0.11   0.00  -0.03    -0.01   0.05  -0.04
 119   6     0.11  -0.00  -0.02     0.16   0.00  -0.04    -0.01   0.05  -0.03
 120   6     0.16  -0.00  -0.03     0.27  -0.00  -0.06    -0.00   0.06  -0.03
 121   6     0.19  -0.00  -0.03     0.31  -0.00  -0.07     0.00   0.06  -0.02
 122   6     0.18  -0.00  -0.03     0.24  -0.00  -0.05     0.01   0.05  -0.01
 123   6     0.14  -0.00  -0.02     0.13   0.00  -0.03     0.00   0.04  -0.01
 124   6     0.13  -0.00  -0.02     0.06   0.00  -0.02     0.01   0.04  -0.01
 125   6     0.08  -0.00  -0.01    -0.04   0.01  -0.00     0.00   0.03  -0.01
 126   7     0.06  -0.00  -0.01    -0.07   0.01  -0.00    -0.00   0.03  -0.02
 127   6     0.06  -0.00  -0.01    -0.00   0.01  -0.01    -0.00   0.03  -0.03
 128   6     0.10  -0.00  -0.02     0.09   0.00  -0.03    -0.00   0.04  -0.02
 129   1     0.05  -0.00  -0.01     0.09  -0.00  -0.02    -0.00   0.02  -0.01
 130   1     0.07  -0.00  -0.01     0.11  -0.00  -0.02     0.00   0.02  -0.00
 131   1     0.06  -0.00  -0.01     0.08  -0.00  -0.02     0.00   0.02  -0.00
 132   1     0.04  -0.00  -0.01     0.02   0.00  -0.01     0.00   0.01  -0.00
 133   1     0.02  -0.00  -0.00    -0.03   0.00   0.00     0.00   0.01  -0.00
 134   1     0.01  -0.00  -0.00    -0.01   0.00  -0.00    -0.00   0.01  -0.01
 135   6     0.02  -0.00  -0.00     0.05   0.00  -0.01    -0.02   0.05  -0.04
 136   6    -0.02   0.02   0.02     0.05   0.01  -0.01    -0.03   0.05  -0.03
 137   6    -0.04   0.02   0.02     0.03   0.01  -0.01    -0.03   0.05  -0.04
 138   6    -0.03  -0.00   0.00     0.01   0.01   0.01    -0.02   0.04  -0.05
 139   6    -0.00  -0.02  -0.02     0.00   0.00   0.02    -0.01   0.04  -0.06
 140   6     0.02  -0.02  -0.02     0.02  -0.00   0.01    -0.01   0.04  -0.05
 141   1    -0.01   0.01   0.01     0.02   0.00  -0.01    -0.01   0.02  -0.01
 142   1    -0.02   0.01   0.01     0.01   0.01  -0.00    -0.01   0.02  -0.01
 143   1     0.00  -0.01  -0.01    -0.00  -0.00   0.01    -0.00   0.01  -0.02
 144   1     0.01  -0.01  -0.01     0.01  -0.00   0.01    -0.00   0.01  -0.02
 145   6    -0.06   0.00   0.01    -0.01   0.01   0.01    -0.02   0.04  -0.06
 146   6    -0.10   0.00   0.01    -0.00   0.01   0.00    -0.03   0.05  -0.07
 147   6    -0.12   0.01   0.01    -0.01   0.01   0.00    -0.03   0.05  -0.08
 148   6    -0.09   0.00   0.01    -0.02   0.01   0.00    -0.01   0.03  -0.09
 149   7    -0.05   0.00   0.01    -0.03   0.01   0.01    -0.00   0.03  -0.09
 150   6    -0.03   0.00   0.00    -0.02   0.01   0.01    -0.00   0.03  -0.07
 151   1    -0.03   0.00   0.00     0.00   0.00   0.00    -0.01   0.02  -0.02
 152   1    -0.04   0.00   0.01    -0.00   0.00  -0.00    -0.01   0.02  -0.03
 153   1    -0.03   0.00   0.00    -0.01   0.00   0.00    -0.00   0.01  -0.03
 154   1     0.00  -0.00  -0.00    -0.01   0.00   0.00     0.00   0.01  -0.02
                      4                      5                      6
                        a                      a                      a 
 Frequencies --    16.5567                18.2332                24.0491
 Red. masses --    10.7781                11.0582                17.1625
 Frc consts  --     0.0000                 0.0000                 0.0000
 IR Inten    --     0.0693                 0.0101                 0.2079
 Raman Activ --     0.0000                 0.0000                 0.0000
 Depolar     --     0.0000                 0.0000                 0.0000
 Atom AN      X      Y      Z        X      Y      Z        X      Y      Z
   1  46     0.00   0.02   0.00     0.00  -0.01  -0.00    -0.01   0.00   0.17
   2  46    -0.01   0.02  -0.00    -0.00   0.01  -0.00    -0.18   0.01  -0.08
   3   6     0.01   0.00   0.06     0.01  -0.01  -0.01    -0.04  -0.00  -0.05
   4   6     0.01   0.00   0.07     0.01  -0.01   0.03    -0.05  -0.01  -0.03
   5   6     0.01   0.00   0.07     0.02  -0.01   0.08    -0.05  -0.01   0.01
   6   6     0.02  -0.00   0.10     0.03  -0.02   0.16    -0.04  -0.01   0.05
   7   6     0.01  -0.00   0.10     0.03  -0.02   0.20    -0.04  -0.02   0.09
   8   6     0.01   0.00   0.07     0.02  -0.01   0.17    -0.04  -0.01   0.10
   9   6     0.00   0.00   0.04     0.01  -0.01   0.09    -0.05  -0.01   0.06
  10   6    -0.00   0.00  -0.00     0.00  -0.00   0.05    -0.05  -0.00   0.06
  11   6    -0.01   0.01  -0.03    -0.01   0.00  -0.01    -0.06   0.00   0.02
  12   7    -0.00   0.01  -0.02    -0.01   0.00  -0.03    -0.06   0.00  -0.02
  13   6     0.00   0.00   0.02     0.00  -0.00  -0.00    -0.05   0.00  -0.02
  14   6     0.00   0.00   0.04     0.01  -0.01   0.06    -0.05  -0.00   0.02
  15   1     0.01  -0.00   0.04     0.01  -0.01   0.05    -0.01  -0.01   0.01
  16   1     0.01  -0.00   0.04     0.01  -0.01   0.07    -0.01  -0.01   0.04
  17   1     0.00   0.00   0.02     0.01  -0.00   0.06    -0.01  -0.00   0.04
  18   1    -0.00   0.00  -0.00     0.00  -0.00   0.02    -0.01  -0.00   0.02
  19   1    -0.00   0.00  -0.02    -0.00   0.00  -0.01    -0.02   0.00   0.00
  20   1     0.00   0.00   0.01     0.00  -0.00  -0.01    -0.02   0.00  -0.01
  21   6     0.00  -0.00   0.06    -0.00  -0.01  -0.04    -0.03  -0.00  -0.06
  22   6     0.07   0.02   0.14    -0.03  -0.02  -0.07    -0.08  -0.01  -0.11
  23   6     0.07   0.02   0.14    -0.03  -0.02  -0.09    -0.08  -0.01  -0.11
  24   6    -0.00  -0.00   0.08    -0.01  -0.01  -0.08    -0.02  -0.00  -0.06
  25   6    -0.08  -0.02   0.01     0.01   0.00  -0.06     0.04   0.01  -0.01
  26   6    -0.08  -0.02   0.00     0.01   0.01  -0.04     0.03   0.01  -0.01
  27   1     0.04   0.01   0.05    -0.01  -0.01  -0.02    -0.04  -0.01  -0.04
  28   1     0.04   0.01   0.06    -0.01  -0.01  -0.03    -0.03  -0.01  -0.04
  29   1    -0.04  -0.01  -0.01     0.01   0.00  -0.01     0.03   0.00   0.01
  30   1    -0.04  -0.01  -0.02     0.01   0.00  -0.00     0.02   0.00   0.01
  31   6     0.01   0.00   0.10    -0.01  -0.01  -0.09    -0.02  -0.00  -0.05
  32   6     0.02   0.00   0.19    -0.02  -0.01  -0.14    -0.03  -0.00  -0.12
  33   6     0.03   0.00   0.20    -0.02  -0.01  -0.14    -0.03  -0.00  -0.11
  34   6     0.02   0.01   0.13    -0.01  -0.01  -0.09    -0.02  -0.00  -0.03
  35   7     0.01   0.01   0.04    -0.01  -0.01  -0.05    -0.01   0.00   0.04
  36   6    -0.00   0.00   0.02    -0.01  -0.01  -0.05    -0.01   0.00   0.03
  37   1     0.01  -0.00   0.07    -0.01  -0.00  -0.05    -0.01  -0.00  -0.05
  38   1     0.01   0.00   0.08    -0.01  -0.00  -0.05    -0.01  -0.00  -0.05
  39   1     0.01   0.00   0.04    -0.00  -0.00  -0.02    -0.00  -0.00  -0.00
  40   1    -0.00   0.00  -0.02    -0.00  -0.00  -0.01    -0.00   0.00   0.03
  41   6     0.06  -0.01  -0.01     0.02   0.01   0.01     0.07   0.02   0.01
  42   6     0.07  -0.01  -0.01    -0.02   0.01   0.01     0.05   0.02   0.04
  43   6     0.08  -0.01  -0.02    -0.07   0.02   0.02     0.02   0.02   0.05
  44   6     0.13  -0.01  -0.02    -0.13   0.03   0.03     0.01   0.03   0.05
  45   6     0.13  -0.01  -0.02    -0.18   0.03   0.03    -0.02   0.03   0.05
  46   6     0.09  -0.01  -0.01    -0.15   0.02   0.02    -0.03   0.03   0.06
  47   6     0.05  -0.00  -0.01    -0.09   0.01   0.01    -0.02   0.03   0.05
  48   6     0.01   0.00   0.00    -0.05   0.01   0.00    -0.04   0.03   0.06
  49   6    -0.03   0.01   0.01     0.00   0.00  -0.00    -0.03   0.02   0.05
  50   7    -0.02   0.01   0.00     0.03  -0.00  -0.00    -0.01   0.02   0.06
  51   6     0.02   0.00  -0.00     0.01   0.00   0.00     0.01   0.02   0.05
  52   6     0.05  -0.00  -0.01    -0.05   0.01   0.01     0.00   0.03   0.05
  53   1     0.04  -0.00  -0.01    -0.04   0.01   0.01     0.01   0.01   0.01
  54   1     0.05  -0.01  -0.01    -0.07   0.01   0.01    -0.01   0.01   0.02
  55   1     0.03  -0.00  -0.00    -0.05   0.01   0.01    -0.02   0.01   0.02
