 Entering Gaussian System
 *********************************************
 Gaussian 98:
 frequency output generated by the xtb code
 *********************************************
                         Standard orientation:
 --------------------------------------------------------------------
  Center     Atomic     Atomic              Coordinates (Angstroms)
  Number     Number      Type              X           Y           Z
 --------------------------------------------------------------------
   3   6    -0.01   0.02   0.00    -0.01   0.03   0.00    -0.00   0.00   0.00
   4   6     0.00   0.00  -0.00     0.00   0.01  -0.00    -0.00   0.00   0.00
   5   6     0.04  -0.13  -0.00     0.04  -0.18  -0.00    -0.00  -0.00  -0.00
   6   6     0.07   0.04   0.00     0.11   0.04   0.00     0.00  -0.00   0.00
   7   6    -0.13   0.08  -0.00    -0.18   0.12  -0.00    -0.00   0.00   0.00
   8   6    -0.01  -0.10  -0.00    -0.01  -0.13  -0.00    -0.00  -0.00  -0.00
   9   7     0.07   0.07   0.00     0.10   0.07   0.00     0.00  -0.00   0.00
  10   6    -0.10   0.05  -0.00    -0.13   0.07  -0.00    -0.00   0.00  -0.00
  11   1     0.02  -0.07  -0.00     0.03  -0.08  -0.00     0.00  -0.00  -0.00
  12   1     0.09  -0.05   0.00     0.12  -0.07   0.00     0.00  -0.00  -0.00
  13   1     0.04  -0.01   0.00     0.06  -0.00   0.00     0.00   0.00   0.00
  14   1     0.08  -0.06   0.00     0.10  -0.08   0.00    -0.00   0.00   0.00
  15   6    -0.02   0.10   0.01    -0.03   0.13   0.01     0.00   0.00  -0.00
  16   6     0.08  -0.02  -0.03     0.10  -0.03  -0.04     0.00  -0.00  -0.00
  17   6    -0.03  -0.09   0.01    -0.04  -0.11   0.02    -0.00   0.00   0.00
  18   6    -0.05   0.05   0.02    -0.06   0.07   0.02     0.00   0.00  -0.00
  19   6     0.07  -0.04  -0.02     0.09  -0.05  -0.03     0.00  -0.00   0.00
  20   6    -0.05  -0.09   0.02    -0.06  -0.11   0.02    -0.00   0.00   0.00
  21   1    -0.05   0.06   0.02    -0.06   0.08   0.02    -0.00   0.00   0.00
  22   1     0.01   0.09  -0.00     0.01   0.11  -0.00    -0.00  -0.00   0.00
  23   1     0.01   0.03  -0.00     0.02   0.03  -0.00    -0.00  -0.00   0.00
  24   1     0.00   0.07  -0.00     0.00   0.10  -0.00    -0.00  -0.00  -0.00
  25   6     0.04   0.10  -0.03     0.03   0.13  -0.04    -0.01   0.00  -0.00
  26   6     0.07  -0.02   0.02     0.10  -0.03   0.03     0.00   0.00  -0.00
  27   6    -0.12  -0.07   0.00    -0.16  -0.10   0.00    -0.00  -0.00   0.00
  28   6    -0.01   0.10  -0.04    -0.02   0.12  -0.05    -0.00   0.00  -0.00
  29   7     0.06  -0.05   0.03     0.09  -0.06   0.04     0.00   0.01  -0.00
  30   6    -0.10  -0.05  -0.00    -0.13  -0.06  -0.00    -0.00  -0.00   0.00
  31   1     0.03   0.04  -0.01     0.04   0.05  -0.01     0.00  -0.00   0.00
  32   1     0.08   0.03   0.01     0.11   0.04   0.01     0.00   0.00   0.00
  33   1     0.05  -0.01   0.02     0.07  -0.02   0.02     0.00  -0.00   0.00
  34   1     0.07   0.04  -0.00     0.09   0.05   0.00    -0.00  -0.00   0.00
  35   6    -0.00   0.02  -0.01    -0.00   0.00  -0.00     0.00  -0.04   0.01
  36   6     0.00  -0.00   0.00     0.00   0.00   0.00    -0.00  -0.01  -0.00
  37   6     0.00  -0.10   0.03     0.00  -0.02   0.00    -0.00   0.21  -0.05
  38   6    -0.00   0.03   0.05    -0.00   0.00   0.01     0.00  -0.05  -0.12
  39   6     0.00   0.06  -0.09     0.00   0.01  -0.02    -0.00  -0.14   0.20
  40   6     0.00  -0.08  -0.01     0.00  -0.01  -0.00    -0.00   0.15   0.02
  41   7    -0.00   0.05   0.05    -0.00   0.01   0.01     0.00  -0.08  -0.12
  42   6     0.00   0.04  -0.08     0.00   0.01  -0.01    -0.00  -0.09   0.15
  43   1     0.00  -0.05   0.01     0.00  -0.01   0.00    -0.00   0.10  -0.03
  44   1    -0.00  -0.04   0.06     0.00  -0.01   0.01     0.00   0.08  -0.13
  45   1    -0.00  -0.01   0.03    -0.00  -0.00   0.01     0.00   0.01  -0.07
  46   1    -0.00  -0.05   0.06    -0.00  -0.01   0.01     0.00   0.09  -0.11
  47   6    -0.00   0.08  -0.02    -0.00   0.01  -0.00     0.01  -0.14   0.03
  48   6     0.02  -0.02   0.06     0.00  -0.00   0.01    -0.04   0.03  -0.11
  49   6    -0.01  -0.07  -0.03    -0.00  -0.01  -0.01     0.02   0.13   0.05
  50   6    -0.01   0.04  -0.04    -0.00   0.01  -0.01     0.02  -0.08   0.07
  51   6     0.02  -0.04   0.05     0.00  -0.01   0.01    -0.03   0.06  -0.10
  52   6    -0.01  -0.06  -0.04    -0.00  -0.01  -0.01     0.03   0.12   0.07
  53   1    -0.01   0.05  -0.04    -0.00   0.01  -0.01     0.03  -0.09   0.07
  54   1     0.00   0.07   0.01     0.00   0.01   0.00    -0.00  -0.13  -0.02
  55   1     0.00   0.02   0.01    -0.00   0.00   0.00    -0.00  -0.04  -0.02
  56   1     0.00   0.06   0.00     0.00   0.01   0.00    -0.01  -0.11  -0.01
  57   6     0.02   0.08   0.03     0.00   0.01  -0.00    -0.04  -0.15  -0.04
  58   6    -0.02  -0.02   0.05    -0.00  -0.00   0.01     0.04   0.04  -0.11
  59   6    -0.00  -0.05  -0.09    -0.00  -0.01  -0.02     0.00   0.10   0.18
  60   6     0.03   0.07  -0.01     0.01   0.01  -0.00    -0.06  -0.14   0.02
  61   7    -0.02  -0.05   0.05    -0.00  -0.00   0.01     0.05   0.07  -0.10
  62   6     0.00  -0.03  -0.08    -0.00  -0.01  -0.01    -0.00   0.07   0.15
  63   1     0.01   0.03   0.02     0.00   0.00   0.00    -0.01  -0.06  -0.04
  64   1    -0.00   0.02   0.06    -0.00   0.00   0.01     0.01  -0.05  -0.13
  65   1    -0.01  -0.01   0.04    -0.00  -0.00   0.01     0.02   0.02  -0.08
  66   1     0.00   0.03   0.06    -0.00   0.00   0.01    -0.00  -0.06  -0.11
  67   6     0.01   0.02  -0.00    -0.01  -0.04   0.00    -0.00  -0.01   0.00
  68   6    -0.00  -0.00   0.00     0.00  -0.01  -0.00     0.00  -0.00  -0.00
  69   6    -0.04  -0.11  -0.00     0.04   0.19  -0.00     0.01   0.04  -0.00
  70   6    -0.06   0.03  -0.00     0.11  -0.04   0.00     0.02  -0.01   0.00
  71   6     0.11   0.07   0.00    -0.19  -0.13  -0.01    -0.04  -0.03  -0.00
  72   6     0.01  -0.09   0.00    -0.01   0.14  -0.00    -0.00   0.03  -0.00
  73   7    -0.06   0.06  -0.00     0.11  -0.08   0.00     0.02  -0.02   0.00
  74   6     0.09   0.05   0.00    -0.14  -0.08  -0.00    -0.03  -0.02  -0.00
  75   1    -0.02  -0.06  -0.00     0.03   0.09   0.00     0.01   0.02  -0.00
  76   1    -0.07  -0.05  -0.00     0.12   0.08   0.00     0.03   0.02   0.00
  77   1    -0.03  -0.01  -0.00     0.06   0.00   0.00     0.01   0.00   0.00
  78   1    -0.07  -0.06  -0.00     0.10   0.08   0.00     0.02   0.02   0.00
  79   6     0.02   0.09  -0.00    -0.03  -0.13   0.01    -0.01  -0.03   0.00
  80   6    -0.07  -0.02   0.02     0.11   0.03  -0.04     0.02   0.01  -0.01
  81   6     0.03  -0.08  -0.01    -0.05   0.12   0.02    -0.01   0.02   0.00
  82   6     0.04   0.05  -0.01    -0.06  -0.07   0.02    -0.01  -0.02   0.00
  83   6    -0.06  -0.04   0.02     0.09   0.06  -0.02     0.02   0.02  -0.01
  84   6     0.04  -0.07  -0.02    -0.06   0.11   0.03    -0.01   0.02   0.01
  85   1     0.04   0.05  -0.01    -0.07  -0.08   0.02    -0.02  -0.02   0.00
  86   1    -0.01   0.08   0.00     0.01  -0.12  -0.01     0.00  -0.03  -0.00
  87   1    -0.01   0.02   0.00     0.02  -0.03  -0.00     0.00  -0.01  -0.00
  88   1    -0.00   0.06   0.00     0.01  -0.10  -0.01     0.00  -0.02  -0.00
  89   6    -0.04   0.09   0.02     0.04  -0.14  -0.04     0.01  -0.03  -0.01
  90   6    -0.06  -0.02  -0.02     0.10   0.03   0.03     0.02   0.00   0.01
  91   6     0.10  -0.06  -0.00    -0.17   0.10   0.00    -0.04   0.02   0.00
  92   6     0.01   0.08   0.03    -0.02  -0.13  -0.05    -0.01  -0.03  -0.01
  93   7    -0.05  -0.05  -0.03     0.10   0.07   0.05     0.02   0.01   0.01
  94   6     0.09  -0.04   0.00    -0.14   0.06  -0.00    -0.03   0.02   0.00
  95   1    -0.02   0.04   0.01     0.04  -0.05  -0.01     0.01  -0.01  -0.00
  96   1    -0.07   0.03  -0.01     0.12  -0.04   0.01     0.03  -0.01   0.00
  97   1    -0.04  -0.01  -0.01     0.07   0.02   0.02     0.02   0.01   0.01
  98   1    -0.06   0.04   0.00     0.10  -0.05  -0.00     0.02  -0.01  -0.00
  99   6     0.00   0.03   0.01    -0.00  -0.00  -0.00     0.00   0.03   0.01
 100   6    -0.00   0.00  -0.00     0.00  -0.00   0.00    -0.00   0.00  -0.00
 101   6    -0.00  -0.16  -0.05     0.00   0.03   0.01    -0.00  -0.16  -0.04
 102   6     0.00   0.05  -0.09    -0.00  -0.01   0.02     0.00   0.04  -0.10
 103   6    -0.00   0.10   0.15     0.00  -0.02  -0.03    -0.00   0.11   0.16
 104   6    -0.00  -0.12   0.01     0.00   0.02  -0.00    -0.00  -0.12   0.01
 105   7     0.00   0.08  -0.08    -0.00  -0.01   0.01     0.00   0.07  -0.09
 106   6    -0.00   0.06   0.12     0.00  -0.01  -0.02    -0.00   0.07   0.12
 107   1    -0.00  -0.08  -0.02     0.00   0.01   0.00    -0.00  -0.07  -0.03
 108   1     0.00  -0.06  -0.10    -0.00   0.01   0.02     0.00  -0.06  -0.11
 109   1     0.00  -0.01  -0.05    -0.00   0.00   0.01     0.00  -0.00  -0.06
 110   1     0.00  -0.07  -0.09    -0.00   0.01   0.01     0.00  -0.07  -0.09
 111   6     0.00   0.12   0.03    -0.00  -0.02  -0.00     0.01   0.11   0.03
 112   6    -0.03  -0.03  -0.09     0.01   0.01   0.01    -0.03  -0.03  -0.09
 113   6     0.02  -0.11   0.04    -0.00   0.02  -0.01     0.02  -0.10   0.04
 114   6     0.02   0.06   0.06    -0.00  -0.01  -0.01     0.02   0.06   0.05
 115   6    -0.02  -0.05  -0.08     0.00   0.01   0.01    -0.02  -0.04  -0.08
 116   6     0.02  -0.10   0.05    -0.00   0.02  -0.01     0.02  -0.10   0.05
 117   1     0.02   0.07   0.06    -0.00  -0.01  -0.01     0.02   0.07   0.06
 118   1    -0.01   0.10  -0.01     0.00  -0.02   0.00    -0.01   0.10  -0.01
 119   1    -0.00   0.03  -0.01     0.00  -0.00   0.00    -0.00   0.03  -0.01
 120   1    -0.01   0.09  -0.00     0.00  -0.01  -0.00    -0.01   0.08  -0.00
 121   6    -0.03   0.12  -0.04     0.01  -0.02   0.00    -0.04   0.12  -0.02
 122   6     0.03  -0.03  -0.08    -0.00   0.00   0.02     0.03  -0.02  -0.09
 123   6     0.00  -0.08   0.14    -0.00   0.02  -0.02     0.00  -0.09   0.14
 124   6    -0.05   0.11   0.02     0.01  -0.02  -0.00    -0.05   0.11   0.02
 125   7     0.04  -0.06  -0.08    -0.01   0.00   0.02     0.04  -0.05  -0.08
 126   6    -0.00  -0.05   0.12    -0.00   0.01  -0.02    -0.00  -0.06   0.11
 127   1    -0.01   0.05  -0.03     0.00  -0.01   0.01    -0.01   0.04  -0.03
 128   1     0.01   0.04  -0.10    -0.00  -0.01   0.02     0.01   0.04  -0.10
 129   1     0.02  -0.01  -0.06    -0.01   0.01   0.01     0.02  -0.02  -0.06
 130   1    -0.00   0.05  -0.09    -0.00  -0.01   0.01    -0.00   0.05  -0.08
                    301                    302                    303
                        a                      a                      a 
 Frequencies --  1450.1275              1450.1327              1450.5945
 Red. masses --    10.6879                10.6882                10.6760
 Frc consts  --     0.0000                 0.0000                 0.0000
 IR Inten    --     0.1853                 0.1756                 1.9465
 Raman Activ --     0.0000                 0.0000                 0.0000
 Depolar     --     0.0000                 0.0000                 0.0000
 Atom AN      X      Y      Z        X      Y      Z        X      Y      Z
   1  46    -0.00   0.00  -0.00     0.00   0.00  -0.00     0.00  -0.00  -0.00
   2  46    -0.00   0.00   0.00    -0.00   0.00  -0.00    -0.00  -0.00   0.00
   3   6    -0.00   0.02   0.00     0.02  -0.10  -0.00    -0.02   0.07   0.00
   4   6    -0.01   0.02   0.00     0.04  -0.09  -0.00    -0.02   0.06   0.00
   5   6     0.01  -0.03  -0.00    -0.08   0.17   0.00     0.06  -0.12  -0.00
   6   6     0.01  -0.00   0.00    -0.07   0.01  -0.00     0.05  -0.00   0.00
   7   6    -0.02   0.02  -0.00     0.13  -0.11   0.00    -0.08   0.07  -0.00
   8   6    -0.00  -0.02  -0.00     0.02   0.11   0.00    -0.01  -0.08  -0.00
   9   7     0.01   0.02   0.00    -0.06  -0.10  -0.00     0.04   0.07   0.00
  10   6    -0.02   0.00  -0.00     0.08  -0.02   0.00    -0.06   0.01  -0.00
  11   1     0.00  -0.01  -0.00    -0.02   0.04   0.00     0.01  -0.03  -0.00
  12   1     0.01  -0.01   0.00    -0.08   0.04  -0.00     0.05  -0.03   0.00
  13   1     0.01  -0.00  -0.00    -0.04   0.01  -0.00     0.02  -0.01   0.00
  14   1     0.01  -0.01  -0.00    -0.06   0.05  -0.00     0.04  -0.04   0.00
  15   6    -0.02  -0.03   0.01     0.11   0.16  -0.04    -0.08  -0.11   0.03
  16   6     0.01   0.01  -0.00    -0.05  -0.06   0.02     0.04   0.04  -0.01
  17   6    -0.00  -0.02   0.00     0.01   0.10  -0.00    -0.01  -0.07   0.00
  18   6    -0.01  -0.00   0.00     0.03   0.00  -0.02    -0.02   0.00   0.01
  19   6     0.01   0.05  -0.00    -0.05  -0.27   0.02     0.04   0.19  -0.02
  20   6     0.02  -0.01  -0.01    -0.09   0.08   0.04     0.06  -0.06  -0.02
  21   1     0.01  -0.00  -0.00    -0.03  -0.00   0.01     0.02   0.00  -0.01
  22   1     0.00   0.01  -0.00    -0.01  -0.06   0.01     0.01   0.04  -0.00
  23   1     0.01   0.01  -0.01    -0.08  -0.04   0.04     0.05   0.03  -0.03
  24   1     0.01   0.01  -0.00    -0.04  -0.04   0.01     0.03   0.03  -0.01
  25   6    -0.03  -0.03   0.01     0.14   0.19  -0.04    -0.11  -0.13   0.03
  26   6    -0.01   0.00  -0.00     0.09  -0.00   0.02    -0.05   0.00  -0.02
  27   6     0.03   0.02  -0.00    -0.17  -0.11   0.00     0.11   0.07  -0.00
  28   6    -0.00  -0.02   0.01     0.00   0.12  -0.05    -0.00  -0.09   0.03
  29   7    -0.01   0.02  -0.01     0.05  -0.11   0.05    -0.03   0.09  -0.04
  30   6     0.02   0.00   0.00    -0.12  -0.02  -0.02     0.09   0.01   0.02
  31   1    -0.01  -0.01   0.00     0.04   0.06  -0.02    -0.03  -0.04   0.02
  32   1    -0.02  -0.01  -0.00     0.10   0.03   0.01    -0.06  -0.02  -0.01
  33   1    -0.01  -0.00  -0.00     0.05  -0.00   0.01    -0.03  -0.00  -0.01
  34   1    -0.02  -0.01  -0.00     0.08   0.06  -0.00    -0.06  -0.05   0.00
  35   6    -0.00   0.09  -0.02    -0.00   0.02  -0.00    -0.00   0.07  -0.02
  36   6    -0.00   0.08  -0.03    -0.00   0.02  -0.01    -0.00   0.06  -0.03
  37   6     0.00  -0.17   0.07     0.00  -0.03   0.01     0.00  -0.14   0.06
  38   6    -0.00  -0.01   0.07    -0.00  -0.00   0.01    -0.00  -0.01   0.05
  39   6     0.00   0.11  -0.12     0.00   0.02  -0.02     0.00   0.08  -0.09
  40   6     0.00  -0.10  -0.02     0.00  -0.02  -0.00     0.00  -0.08  -0.02
  41   7    -0.00   0.09   0.05    -0.00   0.02   0.01    -0.00   0.08   0.04
  42   6     0.00   0.02  -0.08     0.00   0.00  -0.02     0.00   0.02  -0.07
  43   1     0.00  -0.04   0.02     0.00  -0.01   0.00     0.00  -0.04   0.01
  44   1    -0.00  -0.04   0.07    -0.00  -0.01   0.01    -0.00  -0.03   0.06
  45   1    -0.00  -0.01   0.04     0.00  -0.00   0.01    -0.00  -0.01   0.03
  46   1    -0.00  -0.05   0.05     0.00  -0.01   0.01    -0.00  -0.05   0.05
  47   6    -0.04  -0.16  -0.10    -0.01  -0.03  -0.02    -0.03  -0.12  -0.09
  48   6     0.02   0.06   0.04     0.00   0.01   0.01     0.01   0.04   0.04
  49   6    -0.00  -0.09  -0.01    -0.00  -0.02  -0.00    -0.00  -0.08  -0.01
  50   6    -0.02  -0.00  -0.03    -0.00  -0.00  -0.01    -0.01   0.00  -0.03
  51   6     0.02   0.25   0.05     0.00   0.05   0.01     0.02   0.20   0.05
  52   6     0.03  -0.07   0.08     0.01  -0.01   0.02     0.03  -0.06   0.06
  53   1     0.01  -0.00   0.03     0.00  -0.00   0.01     0.01   0.00   0.02
  54   1     0.01   0.05   0.01     0.00   0.01   0.00     0.00   0.05   0.01
  55   1     0.04   0.03   0.08     0.01   0.01   0.01     0.03   0.03   0.06
  56   1     0.01   0.04   0.04     0.00   0.01   0.01     0.01   0.04   0.03
  57   6    -0.04  -0.18  -0.14    -0.01  -0.03  -0.03    -0.03  -0.14  -0.12
  58   6     0.02   0.00  -0.08     0.00   0.00  -0.01     0.02   0.01  -0.06
  59   6     0.00   0.10   0.16     0.00   0.02   0.03     0.00   0.07   0.12
  60   6    -0.04  -0.12  -0.00    -0.01  -0.02  -0.00    -0.03  -0.09  -0.00
  61   7     0.05   0.11  -0.05     0.01   0.02  -0.01     0.04   0.09  -0.03
  62   6    -0.02   0.02   0.11    -0.00   0.00   0.02    -0.02   0.01   0.09
  63   1    -0.02  -0.05  -0.04    -0.00  -0.01  -0.01    -0.02  -0.05  -0.03
  64   1     0.01  -0.03  -0.09     0.00  -0.01  -0.02     0.01  -0.02  -0.07
  65   1     0.01   0.00  -0.05     0.00  -0.00  -0.01     0.01  -0.00  -0.03
  66   1    -0.00  -0.06  -0.08    -0.00  -0.01  -0.02    -0.00  -0.05  -0.07
  67   6    -0.00  -0.02   0.00     0.02   0.10  -0.00     0.02   0.07  -0.00
  68   6    -0.01  -0.02   0.00     0.03   0.09  -0.00     0.02   0.06  -0.00
  69   6     0.02   0.04   0.00    -0.07  -0.17  -0.00    -0.06  -0.13  -0.00
  70   6     0.02   0.00   0.00    -0.07  -0.01  -0.00    -0.05  -0.00  -0.00
  71   6    -0.03  -0.02  -0.00     0.12   0.11   0.00     0.08   0.08   0.00
  72   6    -0.00   0.02   0.00     0.02  -0.11   0.00     0.01  -0.08   0.00
  73   7     0.01  -0.02   0.00    -0.06   0.09  -0.00    -0.04   0.07  -0.00
  74   6    -0.02  -0.00  -0.00     0.08   0.02   0.00     0.06   0.01   0.00
  75   1     0.00   0.01   0.00    -0.02  -0.04  -0.00    -0.01  -0.03  -0.00
  76   1     0.02   0.01   0.00    -0.08  -0.04  -0.00    -0.05  -0.03  -0.00
  77   1     0.01   0.00  -0.00    -0.04  -0.01  -0.00    -0.02  -0.01  -0.00
  78   1     0.01   0.01  -0.00    -0.05  -0.05  -0.00    -0.04  -0.04  -0.00
  79   6    -0.02   0.03   0.01     0.11  -0.16  -0.05     0.08  -0.11  -0.03
  80   6     0.01  -0.01  -0.00    -0.05   0.06   0.02    -0.04   0.04   0.01
  81   6    -0.00   0.02   0.00     0.01  -0.10  -0.00     0.01  -0.07  -0.00
  82   6    -0.01   0.00   0.00     0.03  -0.00  -0.02     0.02   0.00  -0.01
  83   6     0.01  -0.05  -0.01    -0.05   0.26   0.03    -0.04   0.19   0.02
  84   6     0.02   0.02  -0.01    -0.09  -0.08   0.03    -0.06  -0.06   0.02
  85   1     0.01   0.00  -0.00    -0.03  -0.00   0.01    -0.02   0.00   0.01
  86   1     0.00  -0.01  -0.00    -0.01   0.06   0.01    -0.01   0.04   0.00
  87   1     0.02  -0.01  -0.01    -0.08   0.04   0.04    -0.06   0.03   0.03
  88   1     0.01  -0.01  -0.00    -0.04   0.04   0.01    -0.03   0.03   0.01
  89   6    -0.03   0.04   0.01     0.14  -0.18  -0.05     0.11  -0.13  -0.03
  90   6    -0.02  -0.00  -0.00     0.09   0.00   0.02     0.05   0.00   0.02
  91   6     0.03  -0.02  -0.00    -0.17   0.10   0.01    -0.11   0.07   0.00
  92   6    -0.00   0.02   0.01     0.00  -0.12  -0.05     0.00  -0.09  -0.03
  93   7    -0.01  -0.02  -0.01     0.05   0.11   0.05     0.03   0.08   0.04
  94   6     0.02  -0.00   0.00    -0.12   0.02  -0.02    -0.09   0.01  -0.02
  95   1    -0.01   0.01   0.00     0.04  -0.05  -0.02     0.03  -0.04  -0.02
  96   1    -0.02   0.01  -0.00     0.09  -0.03   0.01     0.06  -0.02   0.01
  97   1    -0.01   0.00  -0.00     0.05   0.00   0.01     0.03  -0.00   0.01
  98   1    -0.02   0.01   0.00     0.08  -0.06  -0.00     0.06  -0.04  -0.00
  99   6    -0.00  -0.10  -0.02    -0.00  -0.02  -0.00     0.00   0.07   0.02
 100   6    -0.00  -0.09  -0.04    -0.00  -0.02  -0.01     0.00   0.06   0.02
 101   6     0.00   0.18   0.08     0.00   0.04   0.02    -0.00  -0.12  -0.06
 102   6    -0.00   0.01   0.08    -0.00   0.00   0.02     0.00  -0.00  -0.05
 103   6     0.00  -0.12  -0.13     0.00  -0.02  -0.03    -0.00   0.07   0.08
 104   6     0.00   0.11  -0.02     0.00   0.02  -0.00    -0.00  -0.08   0.01
 105   7    -0.00  -0.10   0.06    -0.00  -0.02   0.01     0.00   0.07  -0.04
 106   6     0.00  -0.02  -0.08     0.00  -0.00  -0.02    -0.00   0.01   0.06
 107   1    -0.00   0.04   0.02    -0.00   0.01   0.00     0.00  -0.03  -0.01
 108   1    -0.00   0.04   0.08    -0.00   0.01   0.02     0.00  -0.03  -0.05
 109   1    -0.00   0.01   0.04     0.00   0.00   0.01     0.00  -0.01  -0.02
 110   1    -0.00   0.05   0.06     0.00   0.01   0.01     0.00  -0.04  -0.04
 111   6    -0.05   0.17  -0.11    -0.01   0.03  -0.02     0.03  -0.11   0.08
 112   6     0.02  -0.06   0.05     0.00  -0.01   0.01    -0.01   0.04  -0.04
 113   6    -0.00   0.10  -0.01    -0.00   0.02  -0.00     0.00  -0.07   0.01
 114   6    -0.02   0.00  -0.04    -0.00   0.00  -0.01     0.01   0.00   0.02
 115   6     0.03  -0.27   0.05     0.01  -0.05   0.01    -0.02   0.18  -0.04
 116   6     0.03   0.08   0.09     0.01   0.01   0.02    -0.02  -0.06  -0.06
 117   1     0.01  -0.00   0.03     0.00  -0.00   0.01    -0.01   0.00  -0.02
 118   1     0.01  -0.06   0.01     0.00  -0.01   0.00    -0.00   0.04  -0.01
 119   1     0.04  -0.04   0.08     0.01  -0.01   0.02    -0.03   0.03  -0.05
 120   1     0.01  -0.05   0.05     0.00  -0.01   0.01    -0.01   0.03  -0.03
 121   6    -0.05   0.20  -0.14    -0.01   0.04  -0.03     0.03  -0.13   0.11
 122   6     0.02  -0.00  -0.09     0.00  -0.00  -0.02    -0.02   0.00   0.05
 123   6     0.01  -0.11   0.17     0.00  -0.02   0.03    -0.00   0.07  -0.11
 124   6    -0.05   0.13  -0.00    -0.01   0.02  -0.00     0.03  -0.08   0.00
 125   7     0.06  -0.11  -0.05     0.01  -0.02  -0.01    -0.04   0.08   0.03
 126   6    -0.02  -0.02   0.12    -0.00  -0.00   0.02     0.02   0.01  -0.09
 127   1    -0.02   0.06  -0.04    -0.00   0.01  -0.01     0.02  -0.04   0.02
 128   1     0.01   0.04  -0.10     0.00   0.01  -0.02    -0.00  -0.02   0.06
 129   1     0.01  -0.00  -0.05     0.00   0.00  -0.01    -0.01  -0.00   0.03
 130   1    -0.00   0.06  -0.09    -0.00   0.01  -0.02     0.00  -0.05   0.06
                    304                    305                    306
                        a                      a                      a 
 Frequencies --  1450.6398              1470.5432              1470.5545
 Red. masses --    10.7156                10.4127                10.4139
 Frc consts  --     0.0000                 0.0000                 0.0000
 IR Inten    --     0.0414                 0.2683                 0.2685
 Raman Activ --     0.0000                 0.0000                 0.0000
 Depolar     --     0.0000                 0.0000                 0.0000
 Atom AN      X      Y      Z        X      Y      Z        X      Y      Z
   1  46     0.00  -0.00   0.00    -0.00  -0.00  -0.00    -0.00  -0.00   0.00
   2  46     0.00  -0.00  -0.00     0.00   0.00  -0.00    -0.00  -0.00  -0.00
   3   6    -0.02   0.07   0.00    -0.05   0.13   0.01    -0.00   0.00   0.00
   4   6    -0.03   0.06   0.00    -0.06   0.13   0.01    -0.00   0.00   0.00
   5   6     0.06  -0.13  -0.00     0.10  -0.17  -0.00     0.00  -0.00  -0.00
   6   6     0.05  -0.00   0.00     0.07  -0.06  -0.00     0.00  -0.00   0.00
   7   6    -0.09   0.08  -0.00    -0.13   0.13   0.00    -0.00   0.00   0.00
   8   6    -0.01  -0.08  -0.00    -0.02  -0.11  -0.00    -0.00  -0.00  -0.00
   9   7     0.04   0.07   0.00     0.03   0.13   0.00     0.00   0.00  -0.00
  10   6    -0.06   0.01  -0.00    -0.05  -0.02  -0.00    -0.00  -0.00   0.00
  11   1     0.01  -0.03  -0.00     0.02  -0.03  -0.00     0.00  -0.00  -0.00
  12   1     0.05  -0.03   0.00     0.07  -0.03   0.00     0.00  -0.00  -0.00
  13   1     0.03  -0.01   0.00     0.03  -0.01   0.00     0.00  -0.00   0.00
  14   1     0.04  -0.04   0.00     0.03  -0.04  -0.00     0.00  -0.00   0.00
  15   6    -0.08  -0.12   0.03     0.16  -0.25  -0.05     0.00  -0.00  -0.00
  16   6     0.04   0.04  -0.01    -0.13  -0.07   0.04    -0.00  -0.00   0.00
  17   6    -0.01  -0.07   0.00     0.04   0.30  -0.01     0.00   0.00  -0.00
  18   6    -0.02  -0.00   0.01     0.11  -0.12  -0.04     0.00  -0.00  -0.00
  19   6     0.04   0.19  -0.02    -0.21  -0.04   0.07    -0.00  -0.00   0.00
  20   6     0.06  -0.06  -0.03     0.04   0.13  -0.02     0.00   0.00  -0.00
  21   1     0.02   0.00  -0.01     0.04  -0.09  -0.01     0.00  -0.00  -0.00
  22   1     0.01   0.04  -0.00    -0.03  -0.17   0.01    -0.00  -0.00   0.00
  23   1     0.06   0.03  -0.03    -0.06  -0.08   0.03    -0.00  -0.00   0.00
  24   1     0.03   0.03  -0.01    -0.02  -0.14   0.00    -0.00  -0.00  -0.00
  25   6    -0.11  -0.14   0.03     0.09   0.07  -0.02     0.00   0.00  -0.00
  26   6    -0.06   0.01  -0.02     0.02  -0.01   0.01     0.00  -0.00   0.00
  27   6     0.12   0.07  -0.00    -0.08  -0.03  -0.01    -0.00  -0.00  -0.00
  28   6    -0.00  -0.09   0.03     0.04   0.02   0.00     0.00   0.00  -0.00
  29   7    -0.03   0.09  -0.04    -0.02  -0.05   0.02     0.00  -0.00   0.00
  30   6     0.09   0.01   0.01    -0.02   0.02  -0.01    -0.00  -0.00  -0.00
  31   1    -0.03  -0.04   0.02     0.01   0.03  -0.02     0.00   0.00  -0.00
  32   1    -0.07  -0.02  -0.01     0.03   0.01   0.00     0.00   0.00   0.00
  33   1    -0.04  -0.00  -0.01     0.00   0.01  -0.01     0.00  -0.00   0.00
  34   1    -0.06  -0.05   0.00     0.02   0.02  -0.00     0.00   0.00  -0.00
  35   6     0.00  -0.07   0.02     0.00  -0.00   0.00     0.01  -0.12   0.05
  36   6     0.00  -0.06   0.02    -0.00  -0.00   0.00     0.00  -0.12   0.05
  37   6    -0.00   0.13  -0.06    -0.00   0.00  -0.00    -0.00   0.16  -0.09
