 Entering Gaussian System
 *********************************************
 Gaussian 98:
 frequency output generated by the xtb code
 *********************************************
                         Standard orientation:
 --------------------------------------------------------------------
  Center     Atomic     Atomic              Coordinates (Angstroms)
  Number     Number      Type              X           Y           Z
 --------------------------------------------------------------------
  67   6     0.14  -0.08  -0.04    -0.03   0.02   0.01    -0.00   0.01  -0.01
  68   6    -0.01  -0.04  -0.02     0.01   0.01   0.02     0.04  -0.01  -0.01
  69   6    -0.03  -0.09   0.02     0.01   0.02   0.02     0.01  -0.01   0.00
  70   6    -0.06  -0.13   0.01     0.02   0.03  -0.10    -0.04  -0.05   0.01
  71   6    -0.05  -0.14   0.01     0.02   0.03   0.02    -0.07  -0.04  -0.00
  72   6    -0.05  -0.18  -0.01     0.01   0.04   0.12    -0.07  -0.01  -0.01
  73   7    -0.04  -0.19   0.03     0.01   0.04   0.07    -0.03   0.02   0.00
  74   6    -0.03  -0.17   0.06     0.01   0.03   0.09     0.00   0.01   0.01
  75   1    -0.02  -0.04  -0.00     0.01   0.01  -0.07    -0.01  -0.03   0.01
  76   1    -0.01  -0.04  -0.00     0.00   0.01   0.00    -0.03  -0.01  -0.00
  77   1    -0.01  -0.05  -0.01     0.00   0.01   0.05    -0.03   0.00  -0.01
  78   1    -0.02  -0.05   0.03     0.00   0.01   0.03     0.00   0.00   0.00
  79   6     0.12  -0.01  -0.01    -0.03   0.00  -0.01    -0.01   0.02  -0.01
  80   6     0.10   0.10  -0.02    -0.02  -0.02   0.01     0.03   0.05   0.11
  81   6     0.04   0.13  -0.01    -0.01  -0.03   0.01    -0.01   0.05  -0.01
  82   6     0.02   0.11  -0.00    -0.01  -0.02  -0.01    -0.04   0.06  -0.11
  83   6     0.03   0.06   0.02    -0.01  -0.01  -0.01    -0.01   0.04  -0.06
  84   6     0.12   0.01   0.03    -0.04  -0.00  -0.03    -0.03   0.04  -0.10
  85   1     0.05   0.05  -0.02    -0.01  -0.01   0.01     0.03   0.01   0.07
  86   1     0.01   0.05  -0.01    -0.00  -0.01   0.00    -0.00   0.01  -0.00
  87   1    -0.01   0.04  -0.01    -0.00  -0.01  -0.00    -0.02   0.02  -0.05
  88   1     0.04  -0.00   0.01    -0.01   0.00  -0.01    -0.01   0.01  -0.04
  89   6     0.01   0.09  -0.02    -0.00  -0.02   0.01     0.04   0.04   0.06
  90   6    -0.02   0.14  -0.05     0.01  -0.02  -0.00     0.05  -0.00   0.13
  91   6    -0.06   0.09   0.04     0.01  -0.02   0.00     0.08   0.05   0.03
  92   6    -0.08   0.05   0.11     0.01  -0.02   0.00     0.09   0.10  -0.07
  93   7    -0.02   0.08   0.01     0.00  -0.03   0.03     0.05   0.08   0.02
  94   6     0.02   0.11  -0.04    -0.01  -0.04   0.05     0.04   0.06   0.07
  95   1    -0.00   0.06  -0.03     0.00  -0.00  -0.01     0.01  -0.02   0.06
  96   1    -0.02   0.02   0.02     0.00  -0.00  -0.00     0.03   0.01   0.01
  97   1    -0.03  -0.00   0.06     0.01  -0.00  -0.01     0.04   0.04  -0.05
  98   1     0.01   0.03  -0.02    -0.01  -0.01   0.02     0.01   0.01   0.03
  99   6     0.01  -0.02   0.03     0.04  -0.08   0.14     0.01   0.01  -0.00
 100   6     0.02  -0.01  -0.01     0.02  -0.04  -0.02     0.01  -0.02   0.04
 101   6     0.02  -0.02  -0.01    -0.02  -0.09  -0.03    -0.01  -0.02   0.01
 102   6    -0.10  -0.03  -0.02    -0.01  -0.12  -0.06    -0.01  -0.05  -0.04
 103   6     0.02  -0.03  -0.02    -0.01  -0.14  -0.05     0.00  -0.04  -0.07
 104   6     0.12  -0.04  -0.02     0.01  -0.18  -0.05     0.01  -0.01  -0.07
 105   7     0.07  -0.04  -0.01    -0.03  -0.19  -0.04    -0.00   0.02  -0.03
 106   6     0.09  -0.03  -0.01    -0.06  -0.16  -0.03    -0.01   0.01   0.00
 107   1    -0.07  -0.01  -0.01    -0.00  -0.04  -0.02    -0.00  -0.03  -0.01
 108   1     0.00  -0.01  -0.00     0.00  -0.04  -0.01     0.00  -0.01  -0.03
 109   1     0.05  -0.01  -0.00     0.01  -0.05  -0.01     0.01   0.00  -0.03
 110   1     0.03  -0.01  -0.00    -0.03  -0.05  -0.02    -0.01   0.00   0.00
 111   6    -0.01  -0.00   0.03     0.01  -0.01   0.12     0.01   0.02  -0.01
 112   6     0.01   0.02   0.02     0.03   0.10   0.10    -0.11   0.05   0.03
 113   6     0.01   0.03   0.01     0.01   0.13   0.04     0.01   0.05  -0.01
 114   6    -0.00   0.02   0.01     0.00   0.11   0.02     0.12   0.06  -0.04
 115   6    -0.01   0.01   0.01    -0.02   0.06   0.03     0.06   0.04  -0.01
 116   6    -0.02   0.00   0.03    -0.03   0.01   0.12     0.10   0.04  -0.03
 117   1     0.01   0.01   0.01     0.02   0.05   0.05    -0.07   0.01   0.03
 118   1     0.00   0.01   0.00     0.01   0.05   0.01     0.00   0.01  -0.00
 119   1     0.00   0.01  -0.00     0.01   0.04  -0.00     0.05   0.02  -0.02
 120   1    -0.01   0.00   0.01    -0.01  -0.00   0.04     0.04   0.01  -0.01
 121   6     0.01   0.02   0.01     0.02   0.09   0.02    -0.06   0.04   0.04
 122   6    -0.01   0.02  -0.01     0.06   0.14  -0.02    -0.13  -0.00   0.05
 123   6    -0.00   0.02  -0.01    -0.04   0.09  -0.06    -0.03   0.04   0.08
 124   6     0.01   0.02  -0.01    -0.11   0.05  -0.08     0.06   0.10   0.09
 125   7     0.03   0.03   0.00    -0.01   0.08  -0.02    -0.03   0.08   0.05
 126   6     0.05   0.04   0.01     0.04   0.11   0.02    -0.07   0.06   0.04
 127   1    -0.01   0.00  -0.00     0.03   0.06  -0.00    -0.06  -0.02   0.01
 128   1    -0.00   0.01  -0.00    -0.02   0.02  -0.02    -0.01   0.01   0.03
 129   1    -0.00   0.00  -0.00    -0.06  -0.00  -0.03     0.05   0.04   0.04
 130   1     0.02   0.01   0.01     0.02   0.03   0.01    -0.03   0.01   0.01
                     55                     56                     57
                        a                      a                      a 
 Frequencies --   251.5384               252.0630               252.1026
 Red. masses --    11.4889                13.3341                13.3107
 Frc consts  --     0.0000                 0.0000                 0.0000
 IR Inten    --     0.0049                 0.0747                 0.0801
 Raman Activ --     0.0000                 0.0000                 0.0000
 Depolar     --     0.0000                 0.0000                 0.0000
 Atom AN      X      Y      Z        X      Y      Z        X      Y      Z
   1  46    -0.01  -0.00   0.01    -0.06  -0.00   0.11     0.11  -0.00   0.06
   2  46     0.01  -0.00  -0.01     0.10   0.00  -0.09    -0.09   0.00  -0.10
   3   6    -0.09  -0.07   0.05    -0.08  -0.03  -0.05     0.04   0.02  -0.00
   4   6     0.10  -0.01   0.04     0.01   0.01  -0.06    -0.02  -0.01  -0.00
   5   6     0.07  -0.06  -0.02     0.01   0.03   0.00    -0.02  -0.02  -0.01
   6   6     0.06  -0.07  -0.03    -0.01   0.05   0.06    -0.01  -0.03   0.01
   7   6     0.01  -0.10  -0.01    -0.02   0.05  -0.00    -0.00  -0.03  -0.01
   8   6     0.01  -0.17   0.03    -0.02   0.05  -0.06    -0.00  -0.03  -0.02
   9   7     0.03  -0.18  -0.02    -0.00   0.04   0.01    -0.00  -0.03  -0.01
  10   6     0.06  -0.15  -0.06     0.01   0.04   0.02    -0.02  -0.03  -0.02
  11   1     0.02  -0.02  -0.01    -0.00   0.02   0.03    -0.00  -0.01   0.01
  12   1    -0.01  -0.02  -0.00    -0.01   0.01  -0.00     0.00  -0.01  -0.00
  13   1    -0.00  -0.05   0.02    -0.01   0.01  -0.04     0.00  -0.01  -0.01
  14   1     0.03  -0.05  -0.03     0.00   0.01   0.01    -0.01  -0.01  -0.01
  15   6    -0.08  -0.02  -0.00    -0.02  -0.03  -0.02     0.02   0.02   0.01
  16   6    -0.07   0.07   0.00     0.06  -0.01   0.19    -0.02   0.01  -0.09
  17   6    -0.02   0.09   0.00     0.02   0.00  -0.04    -0.01   0.00   0.03
  18   6     0.01   0.07   0.01     0.00  -0.05  -0.23    -0.02   0.03   0.11
  19   6    -0.01   0.02  -0.02     0.05  -0.07  -0.09    -0.03   0.05   0.06
  20   6    -0.08  -0.01  -0.04     0.00  -0.08  -0.14     0.00   0.05   0.09
  21   1    -0.03   0.03   0.01     0.04   0.00   0.13    -0.02   0.00  -0.06
  22   1    -0.00   0.03   0.00     0.01   0.01  -0.01    -0.01  -0.01   0.01
  23   1     0.02   0.02   0.01    -0.01  -0.01  -0.10    -0.00   0.01   0.04
  24   1    -0.03  -0.01  -0.02    -0.01  -0.03  -0.05     0.00   0.02   0.03
  25   6    -0.01   0.06   0.02     0.06  -0.03   0.11    -0.03   0.02  -0.05
  26   6     0.01   0.08   0.03    -0.02  -0.04   0.17     0.03   0.01  -0.13
  27   6     0.03   0.06  -0.02    -0.07  -0.04   0.04     0.06   0.02  -0.00
  28   6     0.04   0.05  -0.06    -0.03  -0.02  -0.14     0.02   0.01   0.13
  29   7     0.00   0.08   0.02     0.01   0.08   0.03    -0.01  -0.05   0.02
  30   6    -0.02   0.09   0.07     0.05   0.07   0.20    -0.03  -0.04  -0.06
  31   1     0.00   0.03   0.01    -0.01  -0.02   0.06     0.02   0.00  -0.06
  32   1     0.01   0.02  -0.01    -0.04  -0.02   0.00     0.03   0.01   0.00
  33   1     0.02   0.00  -0.04    -0.01  -0.02  -0.11     0.01   0.01   0.08
  34   1    -0.01   0.03   0.03     0.02   0.04   0.09    -0.02  -0.02  -0.03
  35   6     0.06   0.07   0.08    -0.00   0.02   0.04    -0.05   0.03   0.09
  36   6     0.05   0.02  -0.10    -0.00  -0.01  -0.01    -0.05  -0.01  -0.01
  37   6    -0.01   0.06  -0.06     0.01  -0.02  -0.02     0.00  -0.03  -0.02
  38   6    -0.04   0.07  -0.06    -0.01  -0.04  -0.01     0.05  -0.05   0.00
  39   6    -0.01   0.10  -0.01     0.01  -0.03  -0.00    -0.00  -0.04   0.02
  40   6     0.04   0.17  -0.01     0.01  -0.04  -0.00    -0.06  -0.04   0.02
  41   7    -0.02   0.18  -0.02     0.01  -0.04  -0.00     0.01  -0.03   0.00
  42   6    -0.06   0.15  -0.06     0.02  -0.04  -0.02     0.02  -0.03  -0.02
  43   1    -0.02   0.02  -0.02    -0.01  -0.01  -0.00     0.03  -0.02   0.00
  44   1    -0.00   0.02   0.01     0.00  -0.01  -0.00    -0.00  -0.01   0.01
  45   1     0.03   0.05   0.00     0.00  -0.01  -0.00    -0.03  -0.01   0.01
  46   1    -0.03   0.05  -0.03     0.01  -0.01  -0.00     0.01  -0.01  -0.01
  47   6    -0.00   0.02   0.08    -0.01   0.02   0.01    -0.02   0.03   0.03
  48   6    -0.01  -0.07   0.07     0.09   0.01  -0.03     0.19   0.00  -0.05
  49   6     0.00  -0.09   0.01    -0.03   0.01  -0.01    -0.04  -0.01  -0.02
  50   6     0.02  -0.07  -0.02    -0.11   0.04  -0.01    -0.23   0.04   0.00
  51   6    -0.02  -0.02   0.01    -0.06   0.05  -0.03    -0.09   0.07  -0.05
  52   6    -0.04   0.01   0.08    -0.08   0.05  -0.00    -0.14   0.08   0.01
  53   1     0.00  -0.03   0.04     0.06   0.00  -0.02     0.13  -0.00  -0.04
  54   1     0.00  -0.03   0.00    -0.01  -0.01  -0.01    -0.01  -0.02  -0.01
  55   1     0.02  -0.02  -0.02    -0.05   0.01  -0.00    -0.10   0.01   0.01
  56   1    -0.02   0.01   0.03    -0.03   0.02   0.00    -0.05   0.03   0.01
  57   6     0.01  -0.06   0.01     0.05   0.02  -0.03     0.11   0.03  -0.06
  58   6     0.03  -0.08  -0.01     0.13   0.01   0.03     0.17   0.03   0.02
  59   6    -0.02  -0.06  -0.03     0.01   0.02   0.06     0.04   0.03   0.07
  60   6    -0.06  -0.05  -0.04    -0.12   0.02   0.03    -0.14   0.02   0.02
  61   7     0.01  -0.07  -0.00    -0.02  -0.05  -0.01     0.03  -0.08  -0.01
  62   6     0.05  -0.09   0.01     0.05  -0.03  -0.03     0.20  -0.08  -0.05
  63   1     0.01  -0.03  -0.00     0.06   0.00   0.02     0.06   0.02   0.01
  64   1    -0.01  -0.02  -0.01    -0.00   0.01   0.03     0.00   0.02   0.04
  65   1    -0.04  -0.00  -0.02    -0.08   0.01   0.01    -0.11   0.02   0.01
  66   1     0.03  -0.03   0.01     0.02  -0.02  -0.02     0.09  -0.04  -0.02
  67   6     0.08  -0.06  -0.06    -0.09   0.04  -0.04     0.04  -0.02  -0.00
  68   6    -0.09  -0.02  -0.05     0.02  -0.01  -0.05    -0.02   0.01  -0.00
  69   6    -0.06  -0.07   0.01     0.02  -0.02   0.00    -0.02   0.02  -0.01
  70   6    -0.06  -0.08   0.04    -0.00  -0.04   0.05    -0.01   0.03   0.01
  71   6    -0.02  -0.11   0.00    -0.02  -0.04  -0.00    -0.00   0.03  -0.01
  72   6    -0.01  -0.17  -0.04    -0.01  -0.03  -0.06    -0.00   0.03  -0.01
  73   7    -0.02  -0.19   0.02    -0.00  -0.02   0.00    -0.00   0.03  -0.01
  74   6    -0.06  -0.16   0.05     0.02  -0.02   0.02    -0.02   0.03  -0.02
  75   1    -0.02  -0.02   0.02     0.00  -0.02   0.03    -0.00   0.01   0.01
  76   1     0.01  -0.02  -0.00    -0.01  -0.01  -0.00     0.00   0.01  -0.00
  77   1     0.00  -0.05  -0.03    -0.01  -0.01  -0.03    -0.00   0.01  -0.00
  78   1    -0.03  -0.05   0.02     0.01  -0.01   0.01    -0.01   0.01  -0.01
  79   6     0.07  -0.02  -0.00    -0.03   0.03  -0.02     0.02  -0.02   0.01
  80   6     0.07   0.07   0.03     0.05  -0.01   0.19    -0.02  -0.01  -0.09
  81   6     0.02   0.09  -0.00     0.02  -0.01  -0.04    -0.01  -0.00   0.03
  82   6    -0.01   0.08  -0.04     0.00   0.04  -0.23    -0.01  -0.04   0.11
  83   6     0.01   0.03   0.01     0.04   0.07  -0.09    -0.03  -0.05   0.06
  84   6     0.08  -0.00   0.02    -0.01   0.08  -0.14     0.00  -0.06   0.08
  85   1     0.04   0.03   0.01     0.03  -0.01   0.13    -0.02   0.00  -0.06
  86   1     0.00   0.03  -0.00     0.01  -0.02  -0.01    -0.01   0.01   0.01
  87   1    -0.02   0.02  -0.03    -0.00   0.01  -0.10    -0.00  -0.01   0.04
  88   1     0.02  -0.00   0.01    -0.01   0.03  -0.05     0.00  -0.02   0.03
  89   6     0.01   0.06  -0.00     0.06   0.02   0.12    -0.03  -0.02  -0.05
  90   6    -0.02   0.08  -0.01    -0.02   0.03   0.17     0.03  -0.00  -0.13
  91   6    -0.04   0.07   0.02    -0.07   0.03   0.04     0.06  -0.02  -0.01
  92   6    -0.04   0.05   0.04    -0.02   0.02  -0.14     0.02  -0.02   0.13
  93   7    -0.00   0.06  -0.01     0.01  -0.09   0.03    -0.01   0.05   0.02
  94   6     0.02   0.08  -0.04     0.04  -0.09   0.20    -0.03   0.04  -0.05
  95   1    -0.00   0.03  -0.00    -0.01   0.02   0.06     0.02  -0.00  -0.06
  96   1    -0.01   0.02   0.01    -0.04   0.02   0.00     0.03  -0.01   0.00
  97   1    -0.02   0.01   0.02    -0.01   0.02  -0.11     0.01  -0.01   0.08
  98   1     0.01   0.03  -0.02     0.02  -0.04   0.09    -0.02   0.02  -0.02
  99   6    -0.06   0.07  -0.08     0.01  -0.03   0.05    -0.05  -0.03   0.09
 100   6    -0.05   0.01   0.09     0.01   0.01  -0.03    -0.05   0.01  -0.01
 101   6     0.01   0.06   0.06     0.00   0.02  -0.03     0.00   0.03  -0.02
 102   6     0.04   0.07   0.06    -0.02   0.03  -0.02     0.05   0.05   0.01
 103   6     0.00   0.10   0.02     0.01   0.02  -0.00    -0.00   0.04   0.02
 104   6    -0.04   0.17   0.01     0.02   0.01  -0.00    -0.06   0.04   0.02
 105   7     0.02   0.19   0.03     0.01   0.01  -0.00     0.00   0.03   0.00
 106   6     0.06   0.16   0.06     0.02   0.02  -0.02     0.02   0.03  -0.02
 107   1     0.01   0.02   0.02    -0.01   0.01  -0.01     0.03   0.02   0.00
 108   1    -0.00   0.02  -0.01     0.00   0.01   0.00    -0.00   0.01   0.01
 109   1    -0.03   0.05  -0.00     0.01   0.00   0.00    -0.03   0.01   0.01
 110   1     0.03   0.05   0.03     0.01   0.00  -0.01     0.01   0.01  -0.01
 111   6    -0.00   0.02  -0.08    -0.01  -0.02   0.02    -0.02  -0.03   0.03
 112   6     0.02  -0.07  -0.07     0.08  -0.00  -0.02     0.19   0.00  -0.05
 113   6    -0.00  -0.09  -0.02    -0.03   0.00  -0.01    -0.04   0.01  -0.02
 114   6    -0.04  -0.08   0.01    -0.11  -0.03  -0.02    -0.23  -0.05  -0.00
 115   6     0.01  -0.03  -0.01    -0.06  -0.05  -0.03    -0.09  -0.07  -0.05
 116   6     0.03   0.01  -0.08    -0.09  -0.06   0.01    -0.14  -0.08   0.00
 117   1     0.01  -0.03  -0.04     0.06   0.00  -0.01     0.13   0.01  -0.04
 118   1    -0.00  -0.03  -0.00    -0.01   0.01  -0.01    -0.01   0.02  -0.01
 119   1    -0.02  -0.02   0.02    -0.04  -0.01  -0.00    -0.10  -0.01   0.01
 120   1     0.01   0.01  -0.02    -0.03  -0.02   0.01    -0.05  -0.03   0.01
 121   6    -0.01  -0.06  -0.01     0.05  -0.01  -0.03     0.12  -0.02  -0.06
 122   6    -0.01  -0.08   0.02     0.13   0.00   0.03     0.17  -0.03   0.02
 123   6     0.02  -0.07   0.04     0.00  -0.02   0.05     0.04  -0.03   0.07
 124   6     0.04  -0.05   0.04    -0.13  -0.01   0.02    -0.14  -0.02   0.02
 125   7    -0.01  -0.07   0.00    -0.02   0.06  -0.01     0.03   0.08  -0.01
 126   6    -0.05  -0.08  -0.02     0.06   0.05  -0.03     0.20   0.08  -0.04
 127   1    -0.00  -0.03   0.00     0.06   0.00   0.02     0.06  -0.02   0.01
 128   1     0.01  -0.02   0.01    -0.00  -0.01   0.03     0.00  -0.02   0.04
 129   1     0.03  -0.01   0.02    -0.08  -0.01   0.01    -0.11  -0.02   0.01
 130   1    -0.02  -0.03  -0.01     0.03   0.02  -0.01     0.09   0.04  -0.02
                     58                     59                     60
                        a                      a                      a 
 Frequencies --   258.1402               260.5020               260.5658
 Red. masses --    10.2253                45.8821                46.2037
 Frc consts  --     0.0000                 0.0000                 0.0000
 IR Inten    --     0.0113                 0.6146                 0.6213
 Raman Activ --     0.0000                 0.0000                 0.0000
 Depolar     --     0.0000                 0.0000                 0.0000
 Atom AN      X      Y      Z        X      Y      Z        X      Y      Z
   1  46    -0.00   0.00  -0.00    -0.03  -0.00   0.23    -0.22  -0.00  -0.04
   2  46     0.00  -0.00   0.01     0.50   0.01  -0.26     0.27  -0.01   0.50
   3   6    -0.07  -0.03  -0.02    -0.01  -0.00  -0.09     0.02  -0.01   0.09
   4   6    -0.00   0.01  -0.02     0.01   0.00  -0.12     0.03  -0.00   0.09
   5   6     0.01   0.02   0.01     0.01  -0.01  -0.01     0.03   0.00  -0.00
   6   6    -0.01   0.03   0.01     0.02  -0.02   0.11     0.05  -0.00  -0.05
   7   6    -0.01   0.03   0.00     0.02  -0.02  -0.00     0.04  -0.01  -0.01
   8   6    -0.01   0.03  -0.01     0.02  -0.02  -0.11     0.04  -0.00   0.06
   9   7    -0.00   0.02   0.01     0.01  -0.02   0.01     0.01   0.01  -0.02
  10   6     0.01   0.03   0.02     0.01  -0.02   0.03     0.03   0.01  -0.07
  11   1    -0.00   0.01   0.01     0.00  -0.01   0.06     0.01  -0.00  -0.03
  12   1    -0.00   0.01  -0.00     0.00  -0.00  -0.00     0.01  -0.00  -0.00
  13   1    -0.01   0.01  -0.01     0.01  -0.00  -0.07     0.01   0.00   0.04
  14   1     0.00   0.01   0.01     0.00  -0.01   0.02     0.01   0.00  -0.03
  15   6    -0.01  -0.01  -0.02    -0.03  -0.01   0.02    -0.01  -0.01   0.01
  16   6     0.05   0.03   0.13    -0.04  -0.05   0.04    -0.04  -0.03  -0.06
  17   6     0.03   0.04  -0.04    -0.05  -0.06   0.05    -0.02  -0.03  -0.00
  18   6     0.04  -0.01  -0.17    -0.10  -0.02   0.01     0.01  -0.02   0.08
  19   6     0.07  -0.06  -0.07    -0.07   0.03   0.06    -0.01  -0.01  -0.01
  20   6     0.02  -0.06  -0.11    -0.05   0.03   0.10    -0.03  -0.01  -0.02
  21   1     0.03   0.01   0.09    -0.01  -0.02   0.00    -0.02  -0.01  -0.04
  22   1     0.01   0.03  -0.01    -0.02  -0.02   0.02    -0.00  -0.01  -0.00
  23   1     0.01   0.00  -0.07    -0.05  -0.01  -0.01     0.01  -0.01   0.05
  24   1     0.00  -0.03  -0.04    -0.01   0.01   0.04    -0.01  -0.00  -0.01
  25   6     0.05  -0.02   0.09    -0.04   0.02  -0.02    -0.03   0.01  -0.06
  26   6    -0.04  -0.03   0.15     0.00  -0.01  -0.14    -0.08   0.04   0.05
  27   6    -0.09  -0.02   0.03    -0.01   0.02  -0.01    -0.06   0.01  -0.05
  28   6    -0.05  -0.01  -0.14    -0.03   0.08   0.10    -0.05   0.02  -0.10
  29   7    -0.01   0.08   0.01     0.01   0.04  -0.01    -0.01   0.05  -0.06
  30   6     0.03   0.08   0.16    -0.02   0.04  -0.04    -0.00   0.01  -0.16
  31   1    -0.02  -0.02   0.06     0.01  -0.01  -0.08    -0.03   0.02   0.05
  32   1    -0.04  -0.02   0.00    -0.00   0.01  -0.01    -0.02   0.00  -0.02
  33   1    -0.02  -0.01  -0.10    -0.02   0.04   0.07    -0.02   0.01  -0.03
  34   1     0.01   0.04   0.07    -0.00   0.01  -0.02     0.00  -0.00  -0.07
  35   6    -0.02   0.02   0.07     0.09   0.01  -0.02     0.09  -0.00  -0.01
  36   6    -0.02  -0.01   0.00     0.09   0.00  -0.03     0.12   0.00   0.01
  37   6     0.01  -0.02  -0.01    -0.00  -0.00  -0.03     0.01  -0.01   0.01
  38   6     0.01  -0.03   0.01    -0.05   0.00  -0.05    -0.11  -0.02   0.02
  39   6     0.00  -0.03   0.01    -0.01   0.01  -0.04     0.00  -0.02   0.02
  40   6    -0.01  -0.03   0.01     0.06   0.00  -0.04     0.11  -0.02   0.02
  41   7     0.01  -0.02   0.00    -0.02  -0.01  -0.02    -0.01  -0.02   0.01
  42   6     0.02  -0.03  -0.01    -0.07  -0.01  -0.03    -0.03  -0.02   0.01
  43   1     0.01  -0.01   0.00    -0.03   0.00  -0.01    -0.06  -0.01   0.00
  44   1    -0.00  -0.01   0.00    -0.00   0.00  -0.01    -0.00  -0.00   0.00
  45   1    -0.01  -0.01   0.01     0.04  -0.00  -0.02     0.07  -0.01   0.01
  46   1     0.01  -0.01  -0.00    -0.03  -0.00  -0.01    -0.02  -0.01   0.00
  47   6    -0.02   0.01   0.01     0.01   0.01   0.01    -0.02  -0.01  -0.03
  48   6     0.13  -0.03  -0.05    -0.06   0.03   0.04    -0.04  -0.05  -0.04
  49   6    -0.04  -0.04  -0.04    -0.01   0.03   0.02    -0.05  -0.06  -0.05
  50   6    -0.18   0.01  -0.04     0.07   0.02  -0.01    -0.01  -0.02  -0.10
  51   6    -0.07   0.06  -0.06    -0.01   0.01   0.01    -0.05   0.03  -0.07
  52   6    -0.11   0.06  -0.02    -0.03   0.01   0.03    -0.10   0.03  -0.05
  53   1     0.09  -0.01  -0.03    -0.03   0.01   0.02    -0.01  -0.02  -0.01
  54   1    -0.01  -0.03  -0.01    -0.00   0.01   0.00    -0.02  -0.02  -0.02
  55   1    -0.07  -0.00  -0.01     0.05   0.01  -0.01     0.02  -0.01  -0.05
  56   1    -0.04   0.03  -0.00    -0.01   0.00   0.01    -0.04   0.01  -0.01
  57   6     0.09   0.02  -0.05    -0.06  -0.01   0.03     0.02   0.02  -0.04
  58   6     0.15   0.03   0.04     0.05  -0.04   0.08     0.14  -0.02  -0.00
  59   6     0.03   0.02   0.09    -0.05  -0.01   0.06     0.01   0.02  -0.01
  60   6    -0.13   0.01   0.05    -0.10  -0.02   0.05    -0.10   0.08  -0.03
  61   7     0.01  -0.08   0.00    -0.06  -0.05   0.01     0.01   0.04   0.01
  62   6     0.16  -0.08  -0.03    -0.15  -0.01   0.00     0.03   0.05  -0.02
  63   1     0.06   0.02   0.02     0.06  -0.03   0.03     0.07  -0.02   0.01
  64   1     0.00   0.01   0.04    -0.02  -0.00   0.02     0.01   0.01  -0.00
  65   1    -0.10   0.01   0.02    -0.03  -0.01   0.02    -0.06   0.04  -0.02
  66   1     0.07  -0.04  -0.02    -0.06   0.00  -0.00     0.02   0.01  -0.00
  67   6     0.08  -0.03   0.03    -0.01   0.00  -0.10     0.02   0.01   0.09
  68   6     0.00   0.01   0.03     0.01  -0.00  -0.12     0.03   0.00   0.09
  69   6    -0.01   0.02  -0.01     0.01   0.01  -0.01     0.03  -0.00  -0.00
  70   6     0.01   0.03  -0.02     0.02   0.02   0.11     0.05   0.00  -0.05
  71   6     0.01   0.03  -0.00     0.02   0.02  -0.00     0.04   0.01  -0.01
  72   6     0.01   0.03   0.02     0.02   0.03  -0.11     0.04   0.00   0.06
  73   7     0.00   0.02  -0.01     0.01   0.02   0.01     0.02  -0.01  -0.02
  74   6    -0.01   0.03  -0.03     0.01   0.02   0.03     0.03  -0.01  -0.07
  75   1     0.00   0.01  -0.01     0.00   0.01   0.06     0.01   0.00  -0.03
  76   1     0.00   0.01   0.00     0.00   0.00   0.00     0.01   0.00  -0.00
  77   1     0.01   0.01   0.01     0.01   0.01  -0.07     0.01  -0.00   0.04
  78   1    -0.00   0.01  -0.01     0.00   0.01   0.02     0.01  -0.00  -0.03
  79   6     0.01  -0.01   0.02    -0.03   0.01   0.02    -0.01   0.01   0.01
  80   6    -0.05   0.03  -0.13    -0.04   0.05   0.04    -0.04   0.03  -0.06
  81   6    -0.04   0.04   0.04    -0.05   0.06   0.05    -0.02   0.03  -0.01
  82   6    -0.04  -0.02   0.18    -0.10   0.02   0.01     0.01   0.02   0.07
  83   6    -0.07  -0.06   0.07    -0.07  -0.04   0.05    -0.01   0.01  -0.01
  84   6    -0.02  -0.07   0.11    -0.05  -0.03   0.10    -0.03   0.01  -0.03
  85   1    -0.03   0.02  -0.09    -0.01   0.02   0.00    -0.02   0.01  -0.03
  86   1    -0.01   0.03   0.01    -0.02   0.02   0.02    -0.00   0.01  -0.00
  87   1    -0.01  -0.00   0.08    -0.05   0.01  -0.01     0.01   0.01   0.05
  88   1    -0.00  -0.03   0.04    -0.01  -0.02   0.04    -0.01   0.01  -0.01
  89   6    -0.05  -0.01  -0.09    -0.04  -0.02  -0.02    -0.03  -0.01  -0.06
  90   6     0.04  -0.03  -0.15     0.00   0.02  -0.14    -0.08  -0.04   0.05
  91   6     0.09  -0.02  -0.03    -0.01  -0.02  -0.02    -0.06  -0.01  -0.05
  92   6     0.05  -0.01   0.13    -0.03  -0.08   0.10    -0.05  -0.02  -0.10
  93   7     0.00   0.08  -0.01     0.01  -0.04  -0.01    -0.01  -0.05  -0.07
  94   6    -0.03   0.08  -0.17    -0.02  -0.04  -0.04    -0.00  -0.01  -0.15
  95   1     0.02  -0.02  -0.06     0.01   0.02  -0.08    -0.03  -0.03   0.06
  96   1     0.04  -0.01  -0.00    -0.00  -0.01  -0.01    -0.02  -0.00  -0.02
  97   1     0.02  -0.02   0.10    -0.02  -0.04   0.06    -0.02  -0.01  -0.03
  98   1    -0.01   0.04  -0.07    -0.00  -0.01  -0.02     0.01   0.00  -0.06
  99   6     0.02   0.03  -0.07     0.09  -0.01  -0.02     0.09   0.00  -0.01
 100   6     0.03  -0.01  -0.00     0.09  -0.00  -0.03     0.12  -0.00   0.01
 101   6    -0.01  -0.02   0.01    -0.00   0.00  -0.03     0.01   0.01   0.01
