Entry,Index,NAME,Query,Fragment,ANG1,ANG2,ANG3,ANG4,DIST1,DIST2,DIST3,DIST4,NNNN,PDPL1,PDPL2,PDPL3,PDPL4,V1,V2,abs(N1_PLA),abs(N2_PLA),abs(N3_PLA),abs(N4_PLA),abs(PD_PLA)
npd_t4_aromatic|UVOXAF|145,146,UVOXAF,1,1,90.276,180.0,90.276,180.0,2.021,2.02,2.02,2.021,0.0,89.313,89.452,89.452,89.313,89.724,89.724,0.0,0.0,0.0,0.0,0.0
npd_t4_aromatic|VEXCOQ|146,147,VEXCOQ,1,1,90.645,90.645,89.355,89.355,1.999,2.024,2.013,2.013,0.0,90.0,89.091,90.0,89.091,178.709,180.0,0.0,0.0,0.0,0.0,0.0
npd_t4_aromatic|WEBQIG|147,148,WEBQIG,1,1,80.163,180.0,80.163,180.0,2.044,2.047,2.047,2.044,0.0,85.974,86.374,86.374,85.974,99.837,99.837,0.0,0.0,0.0,0.0,0.0
npd_t4_aromatic|WEBQOM|148,149,WEBQOM,1,1,80.55,99.35,80.587,103.104,2.043,2.022,2.037,2.053,18.382,81.823,85.787,83.722,81.63,163.286,167.605,0.243,0.259,0.253,0.268,0.031
npd_t4_aromatic|WIGDUO|149,150,WIGDUO,1,1,177.805,90.464,178.275,90.727,1.968,2.033,1.994,1.981,-179.575,85.08,84.397,79.813,89.976,87.974,90.804,0.001,0.008,0.008,0.001,0.019
npd_t4_aromatic|WIGDUO|150,151,WIGDUO,1,2,89.115,89.629,87.425,93.369,1.983,1.952,1.986,1.99,-4.085,89.871,80.631,87.549,76.713,176.853,170.677,0.07,0.029,0.072,0.032,0.082
npd_t4_aromatic|WIGDUO|151,152,WIGDUO,1,3,90.374,177.158,92.027,175.812,1.991,1.999,2.011,1.978,-0.599,84.039,83.308,88.348,83.895,89.875,87.543,0.018,0.019,0.004,0.004,0.045
npd_t4_aromatic|WIGDUO|152,153,WIGDUO,1,4,175.488,88.532,176.58,86.886,1.922,2.062,2.008,1.987,-177.971,89.132,88.502,85.403,83.996,90.769,93.612,0.005,0.03,0.029,0.005,0.049
npd_t4_aromatic|XILMAH|153,154,XILMAH,1,1,86.964,180.0,86.964,180.0,2.025,2.032,2.032,2.025,0.0,89.076,86.905,86.905,89.076,93.036,93.036,0.0,0.0,0.0,0.0,0.0
npd_t4_aromatic|XIZMUO|154,155,XIZMUO,1,1,81.787,161.632,100.542,177.182,2.065,2.04,2.026,1.923,1.278,88.674,88.826,89.589,82.809,79.86,97.755,0.019,0.022,0.007,0.007,0.028
npd_t4_aromatic|XIZMUO|155,156,XIZMUO,1,2,98.001,161.887,80.167,175.543,1.974,2.041,1.995,2.098,2.213,88.881,89.216,89.094,80.338,100.026,81.724,0.044,0.035,0.02,0.02,0.039
npd_t4_aromatic|XIZMUO|156,157,XIZMUO,1,3,79.967,175.525,102.806,159.762,2.055,1.969,2.106,2.025,-0.338,86.173,81.671,87.433,89.991,97.099,79.943,0.008,0.007,0.014,0.016,0.046
npd_t4_aromatic|XIZMUO|157,158,XIZMUO,1,4,78.338,177.009,101.053,159.975,2.008,1.905,2.028,2.008,2.905,89.767,88.938,85.331,86.837,98.797,81.85,0.033,0.034,0.033,0.02,0.013
npd_t4_aromatic|XUCRAP|158,159,XUCRAP,1,1,79.207,180.0,79.207,180.0,2.033,2.022,2.022,2.033,0.0,85.535,84.738,84.738,85.535,100.793,100.793,0.0,0.0,0.0,0.0,0.0
npd_t4_aromatic|XUHPIA|159,160,XUHPIA,1,1,88.651,177.407,89.761,174.01,2.033,1.996,2.026,2.02,-6.014,86.238,87.72,82.484,85.603,90.837,91.013,0.08,0.082,0.07,0.068,0.025
npd_t4_aromatic|XUHPOG|160,161,XUHPOG,1,1,87.617,176.605,90.741,175.786,2.033,2.037,2.036,2.028,4.911,88.118,87.313,84.946,87.651,90.803,91.043,0.062,0.064,0.06,0.059,0.007
npd_t4_aromatic|YEVBEJ|161,162,YEVBEJ,1,1,78.922,168.125,79.07,168.789,2.07,2.065,2.019,2.032,13.348,81.097,89.766,83.148,89.108,97.071,106.872,0.176,0.193,0.178,0.195,0.004
npd_t4_aromatic|YIGMIK|162,163,YIGMIK,1,1,80.164,102.71,80.044,101.11,2.04,2.041,2.042,2.02,-19.113,80.98,78.162,82.588,83.14,164.883,164.879,0.269,0.27,0.266,0.264,0.001
npd_t4_aromatic|YIWVOR|163,164,YIWVOR,1,1,80.909,162.348,80.909,170.136,2.035,2.038,2.038,2.035,17.6,86.079,80.503,80.503,86.079,100.626,100.626,0.23,0.23,0.258,0.258,0.055
npd_t4_aromatic|ZEFTUZ|164,165,ZEFTUZ,1,1,80.758,101.047,80.931,100.472,2.058,2.053,2.042,2.045,17.54,83.9,84.242,82.283,85.145,168.698,163.895,0.253,0.236,0.253,0.235,0.035
npd_t4_aromatic|ZUFJAN|165,166,ZUFJAN,1,1,89.973,89.973,89.973,89.973,2.007,2.007,2.007,2.007,0.0,81.268,81.268,81.268,81.268,177.499,177.499,0.009,0.009,0.009,0.009,0.035
